Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
code-quality-analyzer-backend,code.quality.analyzer.util,Constants,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: EMPTY (4); ONE (5); REPORT_PATH (6); REPO_PATH (7); REPO_SUFFIX (8); BRANCH_PREFIX (9); REMOTE_ORIGIN (10); TEST_REMOTE_BRANCH (13); TEST_REMOTE_COMMIT_ID_1 (14); TEST_BRANCH (15); TEST_REPO_URL (16); TEST_COMMIT_ID_1 (17); TEST_COMMIT_ID_2 (18); TEST_COMMIT_ID_3 (19); TEST_COMMIT_ID_4 (20); TEST_COMMIT_ID_5 (21); TEST_USER_1 (22); TEST_USER_2 (23); TEST_REPO_URL_ALLCOMMITS (24); TEST_TOTAL_COMMITS (25); TEST_TOTAL_COMMITS_2 (26); TEST_ZERO (27); TEST_LOCALHOST (28); TEST_PORT (29); TEST_HTTP_STATUS (30); ONE_COMMIT_URL (31); TREND_URL (32); HOTSPOT_URL (33); ANALYSIS_SERVICE_TEST_RESPONSE (34)
