Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
code-quality-analyzer-backend,code.quality.analyzer.controller,CommitsAnalysisControllerTest,testGetOneCommitAnalysis,Long Statement,The length of the statement "when(commitsAnalysisService.callAnalysisServiceOneCommit(anyString())).thenReturn(Constants.ANALYSIS_SERVICE_TEST_RESPONSE);" is 124.,57
code-quality-analyzer-backend,code.quality.analyzer.controller,CommitsAnalysisControllerTest,testGetTrendAnalysis,Long Statement,The length of the statement "when(commitsAnalysisService.callAnalysisServiceTrend(any(TrendAnalysisRequest.class))).thenReturn(Constants.ANALYSIS_SERVICE_TEST_RESPONSE);" is 140.,64
code-quality-analyzer-backend,code.quality.analyzer.controller,CommitsAnalysisControllerTest,testGetOneCommitAnalysisForRemoteBranch,Long Statement,The length of the statement "when(commitsAnalysisService.callAnalysisServiceOneCommit(anyString())).thenReturn(Constants.ANALYSIS_SERVICE_TEST_RESPONSE);" is 124.,72
code-quality-analyzer-backend,code.quality.analyzer.controller,CommitsAnalysisControllerTest,testGetTrendAnalysisForRemoteBranch,Long Statement,The length of the statement "when(commitsAnalysisService.callAnalysisServiceTrend(any(TrendAnalysisRequest.class))).thenReturn(Constants.ANALYSIS_SERVICE_TEST_RESPONSE);" is 140.,80
code-quality-analyzer-backend,code.quality.analyzer.controller,CommitsAnalysisControllerTest,testGetHotspotAnalysis,Long Statement,The length of the statement "when(commitsAnalysisService.callAnalysisServiceHotspot(anyString())).thenReturn(Constants.ANALYSIS_SERVICE_TEST_RESPONSE);" is 122.,89
code-quality-analyzer-backend,code.quality.analyzer.controller,CommitsAnalysisControllerTest,callServiceAndTest,Long Statement,The length of the statement "MvcResult mvcResult=mockMvc.perform(MockMvcRequestBuilders.post(url).contentType(MediaType.APPLICATION_JSON).content(new ObjectMapper().writeValueAsString(commitAnalysisRequest))).andExpect(MockMvcResultMatchers.status().isOk()).andReturn();" is 241.,96
code-quality-analyzer-backend,code.quality.analyzer.controller,CommitsAnalysisController,getOneCommitAnalysis,Long Statement,The length of the statement "String reportPath=commitsAnalysisService.generateOneCommitReport(repoPath`commitAnalysisRequest.getBranch()`commitAnalysisRequest.getCommitId());" is 145.,22
code-quality-analyzer-backend,code.quality.analyzer.controller,CommitsAnalysisController,getTrendAnalysis,Long Statement,The length of the statement "TrendAnalysisRequest trendAnalysisRequest=commitsAnalysisService.generateTrendAnalysisReport(repoPath`commitAnalysisRequest.getBranch()`commitAnalysisRequest.getNoOfCommits());" is 176.,30
code-quality-analyzer-backend,code.quality.analyzer.service,CommitsAnalysisServiceImplTest,testGenerateOneCommitReportForRemoteBranch,Long Statement,The length of the statement "String path=commitsAnalysisService.generateOneCommitReport(repoPath`Constants.TEST_REMOTE_BRANCH`Constants.TEST_REMOTE_COMMIT_ID_1);" is 132.,77
code-quality-analyzer-backend,code.quality.analyzer.service,CommitsAnalysisServiceImplTest,testGenerateOneCommitReportException,Long Statement,The length of the statement "assertThrows(RefNotFoundException.class`() -> commitsAnalysisService.generateOneCommitReport(repoPath`"xyz"`Constants.TEST_COMMIT_ID_1));" is 137.,85
code-quality-analyzer-backend,code.quality.analyzer.service,CommitsAnalysisServiceImplTest,testGenerateOneCommitReportException,Long Statement,The length of the statement "assertThrows(InvalidRefNameException.class`() -> commitsAnalysisService.generateOneCommitReport(repoPath`" "`Constants.TEST_COMMIT_ID_2));" is 138.,85
code-quality-analyzer-backend,code.quality.analyzer.service,CommitsAnalysisServiceImplTest,testGenerateOneCommitReportException,Long Statement,The length of the statement "assertThrows(InvalidRefNameException.class`() -> commitsAnalysisService.generateOneCommitReport(repoPath`null`Constants.TEST_COMMIT_ID_1));" is 139.,85
code-quality-analyzer-backend,code.quality.analyzer.service,CommitsAnalysisServiceImplTest,testGenerateOneCommitReportException,Long Statement,The length of the statement "assertThrows(RefNotFoundException.class`() -> commitsAnalysisService.generateOneCommitReport(""`Constants.TEST_BRANCH`Constants.TEST_COMMIT_ID_2));" is 147.,85
code-quality-analyzer-backend,code.quality.analyzer.service,CommitsAnalysisServiceImplTest,testGenerateOneCommitReportException,Long Statement,The length of the statement "assertThrows(RefNotFoundException.class`() -> commitsAnalysisService.generateOneCommitReport(null`Constants.TEST_BRANCH`Constants.TEST_COMMIT_ID_2));" is 149.,85
code-quality-analyzer-backend,code.quality.analyzer.service,CommitsAnalysisServiceImplTest,testCallAnalysisServiceOneCommit,Long Statement,The length of the statement "stubFor(post(urlEqualTo(oneCommiUrl)).willReturn(aResponse().withStatus(Constants.TEST_HTTP_STATUS).withHeader("Content-Type"`"application/json").withBody(Constants.ANALYSIS_SERVICE_TEST_RESPONSE)));" is 199.,94
code-quality-analyzer-backend,code.quality.analyzer.service,CommitsAnalysisServiceImplTest,testCallAnalysisServiceOneCommit,Long Statement,The length of the statement "String response=commitsAnalysisService.callAnalysisServiceOneCommit(Constants.REPORT_PATH + "/" + Constants.TEST_COMMIT_ID_1);" is 126.,94
code-quality-analyzer-backend,code.quality.analyzer.service,CommitsAnalysisServiceImplTest,testGenerateTrendAnalysisReport,Long Statement,The length of the statement "TrendAnalysisRequest trendAnalysisRequest=commitsAnalysisService.generateTrendAnalysisReport(repoPath`Constants.TEST_BRANCH`Constants.TEST_TOTAL_COMMITS_2);" is 156.,111
code-quality-analyzer-backend,code.quality.analyzer.service,CommitsAnalysisServiceImplTest,testGenerateTrendAnalysisReport,Magic Number,The method contains a magic number: 2,111
code-quality-analyzer-backend,code.quality.analyzer.service,CommitsAnalysisServiceImplTest,testGenerateTrendAnalysisReportForRemoteBranch,Long Statement,The length of the statement "TrendAnalysisRequest trendAnalysisRequest=commitsAnalysisService.generateTrendAnalysisReport(repoPath`Constants.TEST_REMOTE_BRANCH`Constants.TEST_TOTAL_COMMITS_2);" is 163.,120
code-quality-analyzer-backend,code.quality.analyzer.service,CommitsAnalysisServiceImplTest,testGenerateTrendAnalysisReportForRemoteBranch,Magic Number,The method contains a magic number: 2,120
